3.939959999999980056e+01,-2.976980000000001070e+01
4.010657274734906963e+01,-2.960344263835720824e+01
4.060369081653553991e+01,-2.933449268841108193e+01
4.129635480327037556e+01,-2.931143221531934273e+01
4.197657166266139939e+01,-2.925490350339354251e+01
4.256467829746654274e+01,-2.935640173744840808e+01
4.317073924657536566e+01,-2.911539430187354682e+01
4.376827710402563554e+01,-2.863513615924808775e+01
4.437125582487620079e+01,-2.829529015983437290e+01
4.508343113857275597e+01,-2.809350545302352131e+01
4.562043080530768435e+01,-2.779062997563843851e+01
4.626065975380426920e+01,-2.749898577302701952e+01
4.699340574925900427e+01,-2.733454968420194220e+01
4.767736325261321895e+01,-2.756998773919704604e+01
4.845162645102917054e+01,-2.773659482353098582e+01
4.906244381151317668e+01,-2.824279808211569076e+01
4.966041827710345302e+01,-2.882041585676015671e+01
5.033782216673814958e+01,-2.934131789451974370e+01
5.100883706462173706e+01,-2.998068772105076008e+01
5.180869700090283203e+01,-3.000835338100641891e+01
5.210092920109919845e+01,-3.096180590130740740e+01
5.248710946018823620e+01,-3.174317553019496785e+01
5.261624462877154684e+01,-3.304713503318345147e+01
5.267264979837790406e+01,-3.436984769777082249e+01
5.299300500041050555e+01,-3.516175179132159911e+01
5.363905791411861657e+01,-3.540861624830603205e+01
5.432728946025636674e+01,-3.532816918820665109e+01
5.498912989068942636e+01,-3.530449135991720055e+01
5.575543942714018897e+01,-3.491637962327896361e+01
5.638853422248718772e+01,-3.447592948005737412e+01
5.687401884743498925e+01,-3.370656436749582241e+01
5.747474315227214703e+01,-3.305576532614307439e+01
5.803703314827214399e+01,-3.223957946126289897e+01
5.864375781728783465e+01,-3.135264546864073409e+01
5.923655541751855935e+01,-3.045503340124261271e+01
5.993199333799883277e+01,-2.955484382195950133e+01
6.058813893889952595e+01,-2.860455056674036101e+01
6.126103747219555373e+01,-2.756967080053041030e+01
6.193903217067495603e+01,-2.652685770039408197e+01
6.261900700820435617e+01,-2.545036373520544970e+01
6.322686602057464000e+01,-2.426101618621631317e+01
6.375902492166715518e+01,-2.288520938267920712e+01
6.405044605658460455e+01,-2.110487132388800902e+01
6.387018763869214411e+01,-1.922539436883008079e+01
6.447544043301536476e+01,-1.785854768456843900e+01
6.523573024618623606e+01,-1.706877698439494395e+01
6.606765954272530905e+01,-1.658507599932399401e+01
6.656197366553728045e+01,-1.756818799663359343e+01
6.701154430890349545e+01,-1.872440447596903468e+01
6.772798982820518177e+01,-1.849871544187775640e+01
6.852907463291050760e+01,-1.764212775625203022e+01
6.903376936634801098e+01,-1.626679001881237241e+01
6.984816442502234679e+01,-1.541437902505967550e+01
7.051825713926831440e+01,-1.423588650589593918e+01
7.058986502198304436e+01,-1.238283321206952614e+01
7.117992925806410653e+01,-1.201766861974035372e+01
7.171588020476754366e+01,-1.099236825340901547e+01
7.131794538987327314e+01,-8.542551537161751085e+00
7.139748101017211468e+01,-6.277972177677027865e+00
7.148841383056645782e+01,-4.063798377986633348e+00
7.170551753476026136e+01,-1.623936278126200117e+00
7.212319805254458061e+01,8.452156540586617250e-01
7.253925112808865094e+01,3.375742778044823922e+00
7.298944728838540641e+01,5.908258594689629994e+00
7.348577253890056227e+01,8.388423774759758089e+00
7.429223943959283361e+01,9.144387680946987729e+00
7.514006715092281752e+01,8.318684302999839630e+00
7.599215501382843740e+01,7.586434781304701502e+00
7.687261109022286121e+01,7.618384964976282703e+00
7.775491738600467784e+01,7.856838452791443217e+00
7.851669198300052699e+01,6.346182536603669710e+00
7.914101649888988277e+01,3.692146516316335614e+00
7.980315124784402769e+01,2.218290777049678475e+00
8.032731533274564129e+01,-1.938705723362246003e+00
8.098672942652800089e+01,-2.797882135079734489e+00
8.166269101282502163e+01,-4.066382154167817120e+00
8.244085728136452929e+01,-4.460668479702804667e+00
8.314061931118536108e+01,-5.636253030890266302e+00
8.387448721389360173e+01,-1.150195480911012647e+00
8.459646587595172207e+01,4.042448886781345507e+00
8.507919454414248150e+01,1.083619541935621555e+01
8.567320065520077321e+01,1.911436561692692848e+01
8.586202411876725193e+01,3.013208564544576973e+01
8.639514309290878202e+01,4.079806557084141616e+01
8.673989747530703198e+01,5.388505978170060473e+01
8.656356770672734058e+01,6.747148984213259837e+01
8.600264491542617407e+01,7.479452084686496960e+01
8.550538479988171048e+01,8.464380355327516270e+01
8.514064936514903081e+01,9.461480527582136801e+01
8.465431693805665248e+01,1.030357000605938964e+02
8.407911791716777827e+01,1.099953006296804006e+02
8.333649958541070646e+01,1.144919951099759885e+02
8.251168235539269347e+01,1.172400931131840309e+02
8.171140214037399119e+01,1.197851833282864078e+02
8.085999317457773827e+01,1.214990033414069188e+02
8.000600860727330144e+01,1.229922474381841937e+02
7.917987320163466336e+01,1.247743908880899824e+02
7.831277957637568932e+01,1.255818277852011420e+02
7.746982172845748948e+01,1.268088670844592940e+02
7.660844227787407590e+01,1.276589231030688438e+02
7.573992993186780609e+01,1.283164062547239439e+02
7.487880792229316285e+01,1.290398192172613676e+02
7.405167884086404229e+01,1.301569155140711871e+02
7.325690671099269480e+01,1.314774174552261456e+02
7.248537193753828944e+01,1.328854355423560776e+02
7.171563708097235690e+01,1.342325471881662509e+02
7.091480637076980997e+01,1.353139398751353042e+02
7.014378930431372794e+01,1.365007453972119151e+02
6.940760315607852249e+01,1.378206984227606995e+02
6.863382093176997500e+01,1.388430650878486858e+02
6.782066853546271545e+01,1.395676922880493009e+02
6.713716578829674120e+01,1.409397592866547768e+02
6.661498696452019885e+01,1.426484413674166092e+02
6.601744058063380294e+01,1.440926838840267976e+02
